"No","Kode Saham","Nama Perusahaan","Remarks","Sebelumnya","Open Price","Tanggal Perdagangan Terakhir","First Trade","Tertinggi","Terendah","Penutupan","Selisih","Volume","Nilai","Frekuensi","Index Individual","Offer","Offer Volume","Bid","Bid Volume","Listed Shares","Tradeble Shares","Weight For Index","Foreign Sell","Foreign Buy","Non Regular Volume","Non Regular Value","Non Regular Frequency"
"355","HEAL","Medikaloka Hermina Tbk.","--S-183FM2G000F121------------","1085","0","26 Apr 2024","0","1125","1065","1090","5","8739500","9542599000","1680","147.3","1090","516400","1080","100","15262296435","15262296435","9740397585","6028700","4725500","0","0","0"
"356","HELI","Jaya Trishindo Tbk.","--U-2100000000K111------------","625","0","26 Apr 2024","0","680","625","660","35","39476500","25716211000","17374","600","660","800","655","1034000","832862387","832862387","69877154","1112100","2400700","0","0","0"
"357","HERO","Hero Supermarket Tbk.","--U-2135000000D113------------","750","0","26 Apr 2024","0","750","720","725","-25","8200","6026000","19","1513.3","740","37000","725","1900","4183634000","4183634000","444720294","3100","0","0","0","0"
"358","HEXA","Hexindo Adiperkasa Tbk.","--S-1135000000C141------------","6150","0","26 Apr 2024","0","6150","6025","6025","-125","354100","2154395000","443","1844.4","6050","6900","6025","15000","840000000","840000000","171696000","76100","66900","0","0","0"
"359","HILL","Hillcon Tbk.","--M-1135000000A132------------","1430","0","26 Apr 2024","0","1755","1365","1700","270","17436000","27697429000","7021","136","1700","52700","1695","1300","2948300000","2948300000","442245000","4695800","1987200","0","0","0"
"360","HITS","Humpuss Intermoda Transportasi Tbk.","--U-1135000000A112------------","366","0","26 Apr 2024","0","372","364","370","4","2800","1028200","9","569.2","370","12800","364","2200","7101084801","7101084801","1046699900","0","0","0","0","0"
"361","HKMU","HK Metals Utama Tbk.","--U-4100000000B141BEDL-------X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","21.7","0","0","0","0","3221750000","3221750000","3221750000","0","0","0","0","0"
"362","HMSP","H.M. Sampoerna Tbk.","--M-1100000000D311------------","845","0","26 Apr 2024","0","845","835","835","-10","37494900","31467093000","2690","4168.3","840","709000","835","810300","116318076900","116318076900","8654064921","12307800","1117500","94300","89019200","1"
"363","HOKI","Buyung Poetra Sembada Tbk.","--S-1135000000D222------------","155","0","26 Apr 2024","0","159","152","152","-3","16142900","2502837100","1422","196.7","152","700100","151","587400","9677752680","9677752680","2447503653","1088500","361700","0","0","0"
"364","HOME","Hotel Mandarine Regency Tbk.","--U-4105000000E512--AL---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","53.2","0","0","0","0","22212194782","22212194782","13385068576","0","0","0","0","0"
"365","HOMI","Grand House Mulia Tbk.","--U-2130000000H111------------","139","0","26 Apr 2024","0","141","136","140","1","24800","3433900","47","74","140","42300","138","100","1575000000","1575000000","252000000","9800","0","0","0","0"
"366","HOPE","Harapan Duta Pertiwi Tbk.","--U-4130000000C141-----------X","33","0","26 Apr 2024","0","36","33","36","3","364900","12822000","34","30.5","0","0","36","2500","2130360201","2130360201","693858317","0","0","0","0","0"
"367","HOTL","Saraswati Griya Lestari Tbk.","--U-4100000000E512M--L---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","27","0","0","0","0","3550001452","3550001452","707515289","0","0","0","0","0"
"368","HRME","Menteng Heritage Realty Tbk.","--U-4130000000E512-----------X","20","0","26 Apr 2024","0","20","20","20","0","380500","7610000","25","19","20","2496300","19","225500","5958750000","5958750000","870573375","0","0","0","0","0"
"369","HRTA","Hartadinata Abadi Tbk.","--S-180F000000E411------------","400","0","26 Apr 2024","0","406","398","402","2","10825400","4341394800","885","134","402","3001600","400","9600","4605262400","4605262400","1312039258","3574500","8064000","0","0","0"
"370","HRUM","Harum Energy Tbk.","--MO1H7CM70000A121------------","1320","1320","26 Apr 2024","1325","1325","1285","1300","-20","7783900","10121156000","2588","124.7","1300","135200","1295","33600","13518100000","13518100000","2515718410","2205500","810600","0","0","0"
"371","HUMI","Humpuss Maritim Internasional Tbk.","--U-1130000000A112------------","85","0","26 Apr 2024","0","86","83","83","-2","27970500","2334909800","1312","83","83","134700","82","2356900","18046480992","2707360992","2706971669","2160400","2327500","0","0","0"
"372","HYGN","Ecocare Indo Pasifik Tbk.","--U-2130000000C222------------","139","0","26 Apr 2024","0","140","132","135","-4","4526000","611601300","1365","93.1","135","500","132","1156800","2525000000","514900000","524947500","65700","0","0","0","0"
"373","IATA","MNC Energy Investments Tbk.","--U-2135000000A121------------","50","0","26 Apr 2024","0","50","50","50","0","66500","3325000","17","38.5","50","23505900","0","0","25238245388","25238245388","14108179172","0","0","0","0","0"
"374","IBFN","Intan Baru Prana Tbk.","--U-4100000000C141-E---------X","16","0","26 Apr 2024","0","15","15","15","-1","100","1500","1","1.1","16","56100","0","0","1517332349","1517332349","286017148","0","0","0","0","0"
"375","IBOS","Indo Boga Sukses Tbk.","--U-3000000000D222---L--------","406","0","26 Apr 2024","0","366","366","366","-40","14900","5453400","18","366","366","12658100","0","0","8065005245","8065005245","0","0","0","0","0","0"
"376","IBST","Inti Bangun Sejahtera Tbk.","--U-4135000000J321-----------X","4000","0","26 Apr 2024","0","0","0","4000","0","0","0","0","430.2","0","0","4000","2100","1350904927","1350904927","156975153","0","0","0","0","0"
"377","ICBP","Indofood CBP Sukses Makmur Tbk.","--MO1XNAQ2S000D222------------","10700","10700","26 Apr 2024","10725","10775","10550","10600","-100","4076200","43487322500","2260","393","10650","400","10600","170600","11661908000","11661908000","2332381600","3221900","1456100","1813","19394700","4"
"378","ICON","Island Concepts Indonesia Tbk.","--U-2130000000C224------------","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","96","50","3863100","0","0","1089750000","1089750000","328232700","0","0","0","0","0"
"379","IDEA","Idea Indonesia Akademi Tbk.","--U-3000000000E521------------","54","0","26 Apr 2024","0","55","52","53","-1","23969600","1287985500","2271","37.9","54","78900","52","312000","1062437500","1062437500","0","260200","190200","0","0","0"
"380","IDPR","Indonesia Pondasi Raya Tbk.","--U-1130000000J211------------","157","0","26 Apr 2024","0","159","150","152","-5","926100","142045200","67","11.9","157","1000","152","2000","2003000000","2003000000","255382500","27000","30200","0","0","0"
"381","IFII","Indonesia Fibreboard Industry Tbk.","--U-1135000000B151------------","155","0","26 Apr 2024","0","158","154","154","-1","19800","3077100","16","146.7","158","3000","154","98200","9412000000","9412000000","1696042400","0","7900","0","0","0"
"382","IFSH","Ifishdeco Tbk.","XDU-4135000000B146-----------X","845","0","26 Apr 2024","0","845","845","845","0","200","169000","2","192","845","20700","825","100","2125000000","2125000000","213775000","0","0","0","0","0"
"383","IGAR","Champion Pacific Indonesia Tbk.","--U-1130000000B131------------","442","0","26 Apr 2024","0","442","436","436","-6","37700","16503600","8","285","436","30000","434","5100","972204500","972204500","133969780","0","0","0","0","0"
"384","IIKP","Inti Agri Resources Tbk","--U-4135000000E321---L-------X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","96","0","0","0","0","33600000000","33600000000","24037440000","0","0","0","0","0"
"385","IKAI","Intikeramik Alamasri Industri Tbk.","--U-4130000000C121-----------X","12","0","26 Apr 2024","0","11","11","11","-1","6867600","75543600","59","3.1","11","17476000","0","0","13305799387","13305799387","10492953397","0","0","0","0","0"
"386","IKAN","Era Mandiri Cemerlang Tbk.","--U-2130000000D231------------","50","0","26 Apr 2024","0","50","50","50","0","2900","145000","4","41.7","50","7008100","0","0","833333000","833333000","333999866","0","0","0","0","0"
"387","IKBI","Sumi Indo Kabel Tbk.","--U-2130000000C131------------","492","0","26 Apr 2024","0","494","450","460","-32","111000","51536000","106","41.7","460","600","456","400","1224000000","1224000000","137455200","0","0","0","0","0"
"388","IKPM","Ikapharmindo Putramas Tbk.","--U-2130000000F211------------","316","0","26 Apr 2024","0","318","310","312","-4","2680600","836548400","229","189.1","312","19700","310","124500","1684662500","343412500","340301825","1037300","1900","0","0","0"
"389","IMAS","Indomobil Sukses Internasional Tbk.","--M-1805000000E745------------","1370","0","26 Apr 2024","0","1370","1345","1365","-5","630900","857212000","224","192.1","1365","50000","1355","7500","3994291039","3994291039","479314925","62200","1300","34","46410","1"
"390","IMJS","Indomobil Multi Jasa Tbk.","--M-1105000000K132------------","240","0","26 Apr 2024","0","246","232","232","-8","713200","168149400","139","46.4","236","99800","232","136800","8654325000","8654325000","694942298","228700","0","0","0","0"
"391","IMPC","Impack Pratama Industri Tbk.","--U-2135006000C121------------","354","0","26 Apr 2024","0","354","344","352","-2","7384100","2586619000","443","1020.5","354","92800","352","122900","54268500000","54268500000","6349414500","2194700","64400","0","0","0"
"392","INAF","Indofarma Tbk.","--U-4105000000F211ME-L-------X","132","0","26 Apr 2024","0","132","130","130","-2","67400","8788700","38","52","130","100500","128","6000","3099267500","3099267500","173249053","0","0","0","0","0"
"393","INAI","Indal Aluminium Industry Tbk.","--U-2100000000B141------------","194","0","26 Apr 2024","0","199","190","194","0","4400","857100","12","70.8","194","5200","190","600","633600000","633600000","126656640","0","0","0","0","0"
"394","INCF","Indo Komoditi Korpora Tbk.","--U-4100000000B153-----------X","13","0","26 Apr 2024","0","14","14","14","1","2072600","29016400","79","11.4","0","0","14","1215900","1438370465","1438370465","621663715","0","0","0","0","0"
"395","INCI","Intanwijaya Internasional Tbk","--U-1130000000B111------------","530","0","26 Apr 2024","0","540","525","530","0","16000","8420000","9","60.5","540","1500","525","14400","207656617","207656617","98678424","0","0","0","0","0"
"396","INCO","Vale Indonesia Tbk.","--SO1SNPM3S000B146------------","4100","4120","26 Apr 2024","4130","4130","4010","4090","-10","11182000","45701550000","5147","1669.4","4100","104500","4090","1100","9936338720","9936338720","2025025831","3683300","3734600","580","2367400","2"
"397","INDF","Indofood Sukses Makmur Tbk.","--SO1SNAQ6S000D222------------","6200","6200","26 Apr 2024","6200","6200","6050","6050","-150","5110600","31083495000","2395","1035.6","6075","200","6050","476800","8780426500","8780426500","4352457416","3939100","2695000","141","855925","3"
"398","INDO","Royalindo Investa Wijaya Tbk.","--U-2100000000H112------------","100","0","26 Apr 2024","0","100","99","100","0","375100","37135400","10","90.9","100","68600","99","798300","4382841253","4382841253","630252572","0","0","0","0","0"
"399","INDR","Indo-Rama Synthetics Tbk.","--U-1135000000E413------------","3250","0","26 Apr 2024","0","3250","3180","3200","-50","8800","28025000","11","431","3240","3000","3190","800","654351707","654351707","50057906","300","0","0","0","0"
"400","INDS","Indospring Tbk.","--U-1135000000E111------------","2140","0","26 Apr 2024","0","2160","2120","2130","-10","8200","17414000","19","199.7","2130","1000","2120","300","656249710","656249710","69824969","0","0","0","0","0"
"401","INDX","Tanah Laut Tbk","--U-2130000000C232------------","79","0","26 Apr 2024","0","83","80","81","2","180900","14660100","68","6.5","81","47100","80","37400","437913588","437913588","77160374","0","0","0","0","0"
"402","INDY","Indika Energy Tbk.","--S-1835M63000A121------------","1405","0","26 Apr 2024","0","1415","1350","1365","-40","10444900","14328742500","2982","46.3","1370","72000","1365","719500","5210192000","5210192000","1756876742","1793000","202600","0","0","0"
"403","INET","Sinergi Inti Andalan Prima Tbk.","--U-2130000000J311------------","53","0","26 Apr 2024","0","53","51","52","-1","56657900","2944676900","2488","51.5","52","2592400","51","18171200","7500035444","7500035444","1422006487","30500","5121900","0","0","0"
"404","INKP","Indah Kiat Pulp & Paper Tbk.","--SO1XDQU10000B152------------","9650","9650","26 Apr 2024","9725","9725","8800","8975","-675","14194300","129856510000","7010","462.5","8975","1200","8950","34600","5470982941","5470982941","1947122829","5353700","2366300","787","7559875","4"
"405","INOV","Inocycle Technology Group Tbk.","--U-1100000000E413------------","105","0","26 Apr 2024","0","112","104","105","0","321000","34835200","46","42","108","300","105","113200","1808221900","1808221900","371227956","8500","288900","0","0","0"
"406","INPC","Bank Artha Graha Internasional Tbk.","--U-1105000000G111------------","65","0","26 Apr 2024","0","65","64","65","0","479500","30706700","42","0.4","65","811300","64","396300","20021178779","20021178779","9704265354","0","300","0","0","0"
"407","INPP","Indonesian Paradise Property Tbk.","--U-4105000000H111-----------X","985","0","26 Apr 2024","0","1000","985","1000","15","295000","293500000","14","952.4","1000","3800","0","0","11181971732","11181971732","256067153","279400","295000","0","0","0"
"408","INPS","Indah Prakasa Sentosa Tbk.","--U-2100000000A112------------","129","0","26 Apr 2024","0","129","127","129","0","137600","17655700","67","46.7","129","35700","128","15600","650000000","650000000","93080000","0","2800","0","0","0"
"409","INRU","Toba Pulp Lestari Tbk.","--U-2105000000B152------------","424","0","26 Apr 2024","0","424","410","422","-2","8100","3419000","7","4.3","424","28100","410","1000","1388883283","1388883283","75277474","500","0","0","0","0"
"410","INTA","Intraco Penta Tbk.","--U-4100000000C141-E---------X","13","0","26 Apr 2024","0","12","12","12","-1","2518500","30222000","16","8.5","12","24714200","0","0","3343935022","3343935022","1203482214","0","0","0","0","0"
"411","INTD","Inter Delta Tbk","--U-2130000000B152------------","132","0","26 Apr 2024","0","132","132","132","0","100","13200","1","40.7","143","1500","132","49900","591828000","591828000","66817381","0","0","0","0","0"
"412","INTP","Indocement Tunggal Prakarsa Tbk.","--SO1XATM36000B121------------","7625","7700","26 Apr 2024","7700","7725","7525","7600","-25","2170700","16544882500","1376","304","7625","300","7600","300","3681231699","3681231699","1545012944","455200","1686200","3457600","26361412500","2"
"413","IOTF","Sumber Sinergi Makmur Tbk.","--U-2130000000I231------------","179","0","26 Apr 2024","0","196","172","178","-1","122122500","22474384300","12506","178","178","532000","177","2200","5280985220","1100985220","1099824000","12383800","6794400","0","0","0"
"414","IPAC","Era Graharealty Tbk.","--U-3000000000H111------------","95","0","26 Apr 2024","0","92","87","92","-3","500","45500","4","76.7","92","59300","87","100","949868500","949868500","0","0","0","0","0","0"
