"No","Kode Saham","Nama Perusahaan","Remarks","Sebelumnya","Open Price","Tanggal Perdagangan Terakhir","First Trade","Tertinggi","Terendah","Penutupan","Selisih","Volume","Nilai","Frekuensi","Index Individual","Offer","Offer Volume","Bid","Bid Volume","Listed Shares","Tradeble Shares","Weight For Index","Foreign Sell","Foreign Buy","Non Regular Volume","Non Regular Value","Non Regular Frequency"
"450","KBLM","Kabelindo Murni Tbk.","--U-2130000000C131------------","246","0","26 Apr 2024","0","246","234","234","-12","343100","82365200","34","7.8","240","17000","236","900","1120000000","1120000000","123984000","0","9500","0","0","0"
"451","KBLV","First Media Tbk.","--U-4130000000J311-E---------X","33","0","26 Apr 2024","0","33","33","33","0","13600","448800","12","8.8","33","17500","32","100100","1742167907","1742167907","542685303","0","0","0","0","0"
"452","KBRI","Kertas Basuki Rachmat Indonesia Tbk.","--U-4100000000B152---LS--Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","9.6","0","0","0","0","8687995734","8687995734","1974781430","0","0","0","0","0"
"453","KDSI","Kedawung Setia Industrial Tbk.","--U-4130000000B131-----------X","1620","0","26 Apr 2024","0","0","0","1620","0","0","0","0","405","1615","700","1610","100","405000000","405000000","32116500","0","0","0","0","0"
"454","KDTN","Puri Sentul Permai Tbk.","--U-2130000000E512------------","90","0","26 Apr 2024","0","99","90","95","5","8385400","806290500","445","63.3","97","8800","95","3514200","1250018584","250018584","250003620","0","0","0","0","0"
"455","KEEN","Kencana Energi Lestari Tbk.","--S-1135000000J411------------","685","0","26 Apr 2024","0","690","665","685","0","7798300","5273456000","555","173","690","225400","685","32800","3666312500","3651279900","979272069","485600","1470000","2009100","1589198100","1"
"456","KEJU","Mulia Boga Raya Tbk.","--U-2135000000D221------------","1310","0","26 Apr 2024","0","1340","1235","1240","-70","127700","161442000","68","165.3","1250","100","1240","3100","1500000000","1500000000","135000000","4000","1900","0","0","0"
"457","KETR","Ketrosden Triasmitra Tbk.","--U-1130000000J311------------","210","0","26 Apr 2024","0","222","210","210","0","233800","50510000","29","70","218","26400","210","223300","2841262838","426200000","382433978","0","0","0","0","0"
"458","KIAS","Keramika Indonesia Assosiasi Tbk.","--U-4130000000C121-----------X","12","0","26 Apr 2024","0","12","12","12","0","555000","6660000","3","0.4","12","119200","11","40500","14929100000","14929100000","1252551490","0","0","0","0","0"
"459","KICI","Kedaung Indah Can Tbk","--U-1130000000E213------------","162","0","26 Apr 2024","0","174","154","170","8","942800","160715300","441","36.1","169","2900","163","200","276000000","276000000","57877200","0","0","0","0","0"
"460","KIJA","Kawasan Industri Jababeka Tbk.","--S-1135000000H111------------","121","0","26 Apr 2024","0","121","118","120","-1","172169100","20606598400","674","4.2","120","450300","119","604900","20824888369","20824888369","12640707240","13658800","1377100","0","0","0"
"461","KING","Hoffmen Cleanindo Tbk.","--U-3000000000C231------------","139","0","26 Apr 2024","0","143","140","141","2","635600","90036900","125","108.5","141","38000","140","51800","2600006206","2560006206","0","159000","0","0","0","0"
"462","KINO","Kino Indonesia Tbk.","--U-1105000000D421------------","1400","0","26 Apr 2024","0","1455","1405","1405","5","19700","27997500","23","37","1425","300","1405","100","1428571500","1428571500","218428582","0","0","0","0","0"
"463","KIOS","Kioson Komersial Indonesia Tbk.","--U-2130000000I111---L--------","50","0","26 Apr 2024","0","50","50","50","0","25000","1250000","250","17.2","50","3473700","0","0","1075862550","1075862550","642182356","0","0","0","0","0"
"464","KJEN","Krida Jaringan Nusantara Tbk.","--U-2130000000K211------------","67","0","26 Apr 2024","0","68","63","63","-4","2221600","143644900","440","31.2","64","35000","63","6300","500000000","499650000","143150000","0","0","0","0","0"
"465","KKES","Kusuma Kemindo Sentosa Tbk.","--U-2130000000B111------------","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","47.6","50","11598300","0","0","1500000000","1500000000","439950000","0","0","0","0","0"
"466","KKGI","Resource Alam Indonesia Tbk.","--S-1135000000A121------------","386","0","26 Apr 2024","0","404","382","400","14","5227500","2073376200","710","1403.5","402","27200","400","800","5000000000","5000000000","1119000000","34400","3884400","0","0","0"
"467","KLAS","Pelayaran Kurnia Lautan Semesta Tbk.","--U-2130000000K211------------","75","0","26 Apr 2024","0","78","73","76","1","2015700","152920900","110","52.1","77","3200","76","30600","2165000000","2165000000","539951000","98200","0","0","0","0"
"468","KLBF","Kalbe Farma Tbk.","--SO1XNAQAS000F211------------","1430","1450","26 Apr 2024","1445","1450","1405","1405","-25","17000000","24004576500","1647","13703.3","1410","5500","1405","13100","46875122110","46875122110","19260987675","15375000","8331300","4544724","6412605920","5"
"469","KLIN","Klinko Karya Imaji Tbk.","--U-3000000000E743------------","15","0","26 Apr 2024","0","15","14","15","0","89400","1290600","27","15","14","20000","0","0","1307530330","1307530330","0","0","0","0","0","0"
"470","KMDS","Kurniamitra Duta Sentosa Tbk.","--U-2130000000D112------------","490","0","26 Apr 2024","0","492","482","492","2","12600","6172800","15","164","490","500","488","1100","800000000","800000000","168720000","0","0","0","0","0"
"471","KMTR","Kirana Megatara Tbk.","--U-2105000000B153------------","232","0","26 Apr 2024","0","0","0","232","0","0","0","0","50.7","230","200","191","5000","8215366379","8210991379","616152478","0","0","0","0","0"
"472","KOBX","Kobexindo Tractors Tbk.","--U-1130000000C141------------","135","0","26 Apr 2024","0","135","126","132","-3","38200","5049700","56","33","132","99300","131","67100","2272500000","2272500000","239748750","0","0","0","0","0"
"473","KOCI","Kokoh Exa Nusantara Tbk.","--U-2130000000H111------------","56","0","26 Apr 2024","0","58","55","56","0","1306100","73053400","93","46.7","56","140200","55","661500","4415590000","450000000","889741385","400","0","0","0","0"
"474","KOIN","Kokoh Inti Arebama Tbk","--U-4130000000C121-E---------X","70","0","26 Apr 2024","0","70","70","70","0","400","28000","1","47.4","0","0","70","5900","980843732","980843732","92003142","0","0","0","0","0"
"475","KOKA","Koka Indonesia Tbk.","--U-2130000000J211---L--------","86","0","26 Apr 2024","0","95","80","85","-1","86213900","7670918800","6211","66.4","85","112400","84","295900","2861333000","715333000","539075137","4656200","8473800","0","0","0"
"476","KONI","Perdana Bangun Pusaka Tbk","--U-2130000000C223------------","950","0","26 Apr 2024","0","1000","950","975","25","2400","2289500","7","205.3","965","100","880","100","312000000","312000000","65832000","500","0","0","0","0"
"477","KOPI","Mitra Energi Persada Tbk.","--U-2130000000A112------------","366","0","26 Apr 2024","0","368","350","354","-12","2100","741200","10","89.6","354","28100","350","700","697266668","697266668","36327593","1100","0","0","0","0"
"478","KOTA","DMS Propertindo Tbk.","--U-4130000000E512-----------X","12","0","26 Apr 2024","0","11","11","11","-1","274000","3014000","19","5.5","11","33351300","0","0","10546185701","10546185701","6586092970","0","0","0","0","0"
"479","KPAL","Steadfast Marine Tbk.","--U-4100000000C141B--L---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","43.5","0","0","0","0","1069009400","1069009400","597041750","0","0","0","0","0"
"480","KPAS","Cottonindo Ariesta Tbk.","--U-4100000000D421B--L---Y---X","62","0","26 Apr 2024","0","0","0","62","0","0","0","0","36.9","0","0","0","0","768043253","768043253","272271333","0","0","0","0","0"
"481","KPIG","MNC Land Tbk.","--U-2135000000E512------------","62","0","26 Apr 2024","0","62","60","62","0","28485900","1747967800","214","133.4","62","10151000","61","500200","97557129263","97557129263","53080834032","0","15825100","116000","8236000","1"
"482","KRAH","Grand Kartech Tbk.","--U-4100000000C143B--L---Y---X","436","0","26 Apr 2024","0","0","0","436","0","0","0","0","158.5","0","0","0","0","971190000","971190000","105471234","0","0","0","0","0"
"483","KRAS","Krakatau Steel (Persero) Tbk.","--U-2105000000B144---L--------","138","0","26 Apr 2024","0","140","136","136","-2","4325900","593142700","272","16.9","136","194800","135","308700","19346396900","19346396900","3755135638","360800","189200","0","0","0"
"484","KREN","Quantum Clovera Investama Tbk.","--U-4130000000I111-----------X","12","0","26 Apr 2024","0","11","11","11","-1","122500","1347500","18","114.4","11","16842100","0","0","18208470100","18208470100","12170541415","0","0","0","0","0"
"485","KRYA","Bangun Karya Perkasa Jaya Tbk.","--U-2130000000J211------------","50","0","26 Apr 2024","0","50","50","50","0","1064100","53205000","23","40","50","1328100","0","0","1663943474","1663943474","363904438","0","0","0","0","0"
"486","KUAS","Ace Oldfields Tbk.","--U-2130000000C121------------","51","0","26 Apr 2024","0","51","50","50","-1","1687100","84392600","42","25.6","51","1315700","50","3077300","1292808150","1292808150","383576178","0","0","0","0","0"
"487","LABA","Ladangbaja Murni Tbk.","--U-2130000000C143------------","51","0","26 Apr 2024","0","54","50","50","-1","1849800","92669500","63","40","50","5200","0","0","1011347536","1011347536","211365992","0","0","0","0","0"
"488","LAJU","Jasa Berdikari Logistics Tbk.","--U-2130000000K211------------","51","0","26 Apr 2024","0","51","50","50","-1","2722000","136355100","196","50","50","664300","0","0","2149942974","2149942974","700021432","0","0","0","0","0"
"489","LAND","Trimitra Propertindo Tbk.","--U-4130000000H111-----------X","12","0","26 Apr 2024","0","12","12","12","0","207700","2492400","25","3.1","12","153900","11","291100","2792620000","2792620000","904250356","0","0","0","0","0"
"490","LAPD","Leyand International Tbk.","--U-4130000000J411-----------X","7","0","26 Apr 2024","0","8","7","8","1","1690800","13045800","26","14.8","0","0","8","42000","3966350139","3966350139","938438443","0","0","0","0","0"
"491","LCGP","Eureka Prima Jakarta Tbk.","--U-4100000000H111---L---Y---X","114","0","26 Apr 2024","0","0","0","114","0","0","0","0","91.2","0","0","0","0","5630000914","5630000914","4919494799","0","0","0","0","0"
"492","LCKM","LCK Global Kedaton Tbk.","--U-4130000000J321-----------X","298","0","26 Apr 2024","0","298","298","298","0","14800","4410400","10","143.3","294","1000","0","0","1000000000","1000000000","113900000","10800","14800","0","0","0"
"493","LEAD","Logindo Samudramakmur Tbk.","--U-1100000000A112---L--------","72","0","26 Apr 2024","0","73","70","72","0","3693500","265289300","110","11.2","72","645400","71","948400","4049616328","4049616328","2019543663","0","0","0","0","0"
"494","LFLO","Imago Mulia Persada Tbk.","--U-3000000000E211------------","55","0","26 Apr 2024","0","60","50","55","0","746400","39430900","184","55","54","15100","50","71600","1307734937","1307734937","0","0","0","0","0","0"
"495","LIFE","MSIG Life Insurance Indonesia Tbk.","--U-4105000000G413-----------X","6025","0","26 Apr 2024","0","0","0","6025","0","0","0","0","99.6","6050","71000","6000","12100","2100000000","2100000000","157500000","0","0","0","0","0"
"496","LINK","Link Net Tbk.","--U-1105000000J311------------","975","0","26 Apr 2024","0","1035","985","990","15","6000","5966000","14","61.9","1010","4000","990","1800","2863195484","2863195484","13170699","0","0","0","0","0"
"497","LION","Lion Metal Works Tbk.","--U-4130000000C223-----------X","494","0","26 Apr 2024","0","500","494","500","6","10600","5282000","22","313.1","500","5400","496","5000","520160000","520160000","114903344","0","0","0","0","0"
"498","LIVE","Homeco Victoria Makmur Tbk.","--U-2130000000E213------------","185","0","26 Apr 2024","0","187","180","180","-5","21360900","3914315600","973","121.6","180","617700","179","1021900","4593005014","800000000","928705614","5512600","664300","0","0","0"
"499","LMAS","Limas Indonesia Makmur Tbk","--U-4100000000I121-EDL---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","15.7","0","0","0","0","787851525","787851525","620669431","0","0","0","0","0"
"500","LMAX","Lupromax Pelumas Indonesia Tbk.","--U-3000000000E111------------","36","0","26 Apr 2024","0","37","33","33","-3","6216100","206251000","616","16.5","33","884300","0","0","650005301","195005301","0","295900","242900","0","0","0"
"501","LMPI","Langgeng Makmur Industri Tbk.","--U-4130000000E213-----------X","97","0","26 Apr 2024","0","95","95","95","-2","100","9500","1","13.9","95","9900","0","0","1008517669","1008517669","29448716","0","0","0","0","0"
"502","LMSH","Lionmesh Prima Tbk.","--U-4130000000B144-----------X","406","0","26 Apr 2024","0","0","0","406","0","0","0","0","56.4","406","23300","0","0","96000000","96000000","41020800","0","0","0","0","0"
"503","LOPI","Logisticsplus International Tbk.","--U-3000000000K211------------","45","0","26 Apr 2024","0","49","42","44","-1","236800","10908100","65","44","44","1425400","42","7200","1100001251","325001251","0","0","0","0","0","0"
"504","LPCK","Lippo Cikarang Tbk","--U-1135000000H111------------","540","0","26 Apr 2024","0","550","535","540","0","66700","36149000","35","60.9","545","1100","540","130000","2679600000","2679600000","428200080","700","4500","0","0","0"
"505","LPGI","Lippo General Insurance Tbk.","--U-1105000000G412------------","3720","0","26 Apr 2024","0","0","0","3720","0","0","0","0","334.4","3700","100","3370","300","300000000","300000000","7860000","0","0","0","0","0"
"506","LPIN","Multi Prima Sejahtera Tbk","--U-2130000000E111------------","310","0","26 Apr 2024","0","322","300","300","-10","31500","9461600","25","136.8","300","40000","298","100","425000000","425000000","74885000","0","0","0","0","0"
"507","LPKR","Lippo Karawaci Tbk.","--U-1135000000H111------------","60","0","26 Apr 2024","0","63","60","62","2","12868300","783508300","534","20","62","3753600","61","1639100","70898018369","70898018369","34023959015","1464200","4331600","0","0","0"
"508","LPLI","Star Pacific Tbk","--U-2130000000H111------------","214","0","26 Apr 2024","0","216","198","202","-12","267400","54268800","99","6.2","208","6900","202","1000","1170432803","1170432803","274700579","6100","57400","0","0","0"
"509","LPPF","Matahari Department Store Tbk.","XDU-1875807000E731------------","1490","0","26 Apr 2024","0","1515","1425","1500","10","3620800","5357870000","1256","34","1505","15100","1500","478800","2260292880","2260292880","1089235139","409300","464500","0","0","0"
"510","LPPS","Lenox Pasifik Investama Tbk.","--U-2100000000G512------------","59","0","26 Apr 2024","0","59","55","57","-2","34700","1936600","30","3.9","57","4400","55","82800","2588250000","2588250000","833934150","0","0","0","0","0"
"511","LRNA","Eka Sari Lorena Transport Tbk.","--U-2130000000K132------------","152","0","26 Apr 2024","0","147","144","144","-8","38400","5545500","19","16","146","500","144","189600","350000022","350000022","75915005","0","0","0","0","0"
"512","LSIP","PP London Sumatra Indonesia Tbk.","--S-1175000000D232------------","855","0","26 Apr 2024","0","860","845","845","-10","4935300","4208605000","628","218.1","850","12500","845","605900","6822863965","6822863965","2759166187","1641600","340800","100","85000","2"
"513","LTLS","Lautan Luas Tbk.","--U-1135000000B111------------","1085","0","26 Apr 2024","0","1100","1085","1085","0","30500","33106000","13","383.5","1100","9200","1085","1800","1560000000","1560000000","595140000","0","0","0","0","0"
"514","LUCK","Sentral Mitra Informatika Tbk.","--U-2130000000I221------------","58","0","26 Apr 2024","0","60","57","59","1","177700","10253700","44","20.6","59","62500","58","40000","715749640","354601900","183947657","0","0","0","0","0"
"515","LUCY","Lima Dua Lima Tiga Tbk.","--U-3000000000E515------------","139","0","26 Apr 2024","0","142","137","140","1","28000","3863100","12","142.7","141","150200","138","700","1397129283","1397129283","0","100","0","0","0","0"
"516","MABA","Marga Abhinaya Abadi Tbk.","--U-4100000000E512--DL---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","105.4","0","0","0","0","15365229912","15358819212","9415812890","0","0","0","0","0"
"517","MAGP","Multi Agro Gemilang Plantation Tbk.","--U-4100000000D232---L---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","45.5","0","0","0","0","9000000004","9000000004","2478600001","0","0","0","0","0"
"518","MAHA","Mandiri Herindo Adiperkasa Tbk.","--S-1130000000A122------------","216","0","26 Apr 2024","0","220","214","216","0","18973000","4120581200","799","183.1","218","2330700","216","5271000","16666000000","16666000000","2356572400","335800","2154400","0","0","0"
"519","MAIN","Malindo Feedmill Tbk.","--S-1105000000D231------------","515","0","26 Apr 2024","0","515","496","496","-19","417900","208281100","74","281.8","498","174400","496","126200","2238750000","2238750000","949006125","24900","0","0","0","0"
"520","MAMI","Mas Murni Indonesia Tbk","--U-4100000000E512B--L---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","6.8","0","0","0","0","12299317590","12259317371","7584989158","0","0","0","0","0"
"521","MAMIP","Mas Murni Tbk (Saham Preferen)","--U-4100000000E512B--L---Y---X","600","0","26 Apr 2024","0","0","0","600","0","0","0","0","400","0","0","0","0","6000000","6000000","2185800","0","0","0","0","0"
"522","MANG","Manggung Polahraya Tbk.","--U-3000000000J211------------","189","0","26 Apr 2024","0","195","189","193","4","42481900","8144063300","854","193","194","114400","193","270800","3812500000","1732500000","0","882200","3199000","0","0","0"
"523","MAPA","Map Aktif Adiperkasa Tbk.","--S-1875M2A000E741------------","935","0","26 Apr 2024","0","935","820","845","-90","114825300","97561752500","8416","402.4","845","2927200","840","2400","28504000000","28504000000","8773531200","18178500","74929400","14790000","12342760000","36"
"524","MAPB","MAP Boga Adiperkasa Tbk.","--U-2135000000E515------------","1945","0","26 Apr 2024","0","1940","1910","1940","-5","200","385000","2","115.5","1940","1100","1905","100","2387922900","2387922900","207510500","0","0","0","0","0"
"525","MAPI","Mitra Adiperkasa Tbk.","--SO1X7CMBD000E741------------","1635","1635","26 Apr 2024","1640","1660","1530","1555","-80","31714100","49384170500","7020","2495.4","1560","47800","1555","21400","16600000000","16600000000","8074240000","8961100","19439000","4192","6846560","2"
"526","MARI","Mahaka Radio Integra Tbk.","--U-2100000000E612------------","50","0","26 Apr 2024","0","50","50","50","0","555100","27755000","15","66.7","50","27922400","0","0","5252644000","5252644000","2285425404","0","0","0","0","0"
"527","MARK","Mark Dynamics Indonesia Tbk.","--M-1835000000C143------------","815","0","26 Apr 2024","0","820","775","795","-20","9208500","7357088000","1344","1590","795","88300","790","52500","3800000310","3800000310","674120055","1809400","852600","0","0","0"
"528","MASA","Multistrada Arah Sarana Tbk.","--U-4135000000E112-----------X","5450","0","26 Apr 2024","0","5450","5450","5450","0","100","545000","1","3875.1","5375","5000","5100","100","9182946945","9182946945","33058609","0","0","0","0","0"
"529","MASB","Bank Multiarta Sentosa Tbk.","--U-2105000000G111------------","3450","0","26 Apr 2024","0","3450","3400","3400","-50","6000","20450000","2","101.2","3460","100","3400","5000","1387737233","1387737233","343464965","0","0","0","0","0"
"530","MAXI","Maxindo Karya Anugerah Tbk.","--U-2130000000D222------------","50","0","26 Apr 2024","0","50","50","50","0","8700","435000","3","50","50","16187300","0","0","9610049033","9610049033","2660060074","0","0","148960000","7448000000","1"
"531","MAYA","Bank Mayapada Internasional Tbk.","--U-1105000000G111------------","358","0","26 Apr 2024","0","368","338","356","-2","60778200","21449898200","3030","481.4","358","25000","356","419500","25906179152","25906179152","3950692321","14645000","2167400","0","0","0"
"532","MBAP","Mitrabara Adiperdana Tbk.","--U-2135000000A121------------","3560","0","26 Apr 2024","0","3630","3500","3500","-60","39700","140910000","118","269.2","3520","100","3500","12500","1227271952","1227271952","119168107","8800","0","0","0","0"
"533","MBMA","Merdeka Battery Materials Tbk.","--SO2H30F04000B146------------","555","565","26 Apr 2024","565","580","545","550","-5","30624900","17152812000","2634","69.2","555","15500","550","808400","107995419900","107995419900","30735496504","3604200","6504900","0","0","0"
"534","MBSS","Mitrabahtera Segara Sejati Tbk.","--U-1135000000A122------------","1100","0","26 Apr 2024","0","1150","1055","1095","-5","122800","133114000","94","68.4","1095","100","1085","2400","1750026639","1750026639","208253170","0","0","0","0","0"
"535","MBTO","Martina Berto Tbk.","--U-1130000000D421------------","88","0","26 Apr 2024","0","91","80","86","-2","32500","2828300","54","11.6","88","12000","86","900","1070000000","1070000000","354491000","0","0","0","0","0"
"536","MCAS","M Cash Integrasi Tbk.","--U-1135000000I111------------","1095","0","26 Apr 2024","0","1155","1060","1155","60","60700","66899000","62","83.4","1155","1200","1075","600","867933300","867933300","426762804","0","1300","0","0","0"
"537","MCOL","Prima Andalan Mandiri Tbk.","--U-1135000000A121------------","5900","0","26 Apr 2024","0","5975","5875","5975","75","97700","578475000","67","420.8","5975","1100","5950","200","3555560000","3555560000","313955948","10400","3300","0","0","0"
"538","MCOR","Bank China Construction Bank Indonesia Tbk.","--U-1105000000G111------------","70","0","26 Apr 2024","0","70","69","69","-1","1889300","130927700","102","61.9","69","5152700","68","1835400","37540533209","37540533209","7267847229","0","2200","0","0","0"
"539","MDIA","Intermedia Capital Tbk.","--U-4105000000E612M--L-------X","12","0","26 Apr 2024","0","11","11","11","-1","51000","561000","10","8","11","10418900","0","0","39215538400","39215538400","3917632286","0","0","0","0","0"
"540","MDKA","Merdeka Copper Gold Tbk.","--SO1SDNF00000B143------------","2520","2550","26 Apr 2024","2550","2580","2510","2510","-10","29275800","74359728000","4230","669.7","2510","1132800","2500","1757000","24472983771","24472983771","11124746546","8216200","8377800","55185","137416010","4"
"541","MDKI","Emdeki Utama Tbk.","--U-1130000000B111------------","198","0","26 Apr 2024","0","198","191","194","-4","616100","120962300","108","45.4","196","10700","194","1800","2530150002","2530150002","412414450","0","9800","0","0","0"
"542","MDLN","Modernland Realty Tbk.","--U-1100000000H111------------","50","0","26 Apr 2024","0","50","50","50","0","120500","6025000","12","14.8","50","7999400","0","0","12533067322","12533067322","5672466270","0","0","0","0","0"
"543","MDRN","Modern Internasional Tbk.","--U-4100000000C223-E---------X","5","0","26 Apr 2024","0","5","5","5","0","29000","145000","11","0.8","5","3429000","4","59600","7632167798","7138697999","1830957055","0","0","0","0","0"
"544","MEDC","Medco Energi Internasional Tbk.","--SO1H4M964000A111------------","1425","1440","26 Apr 2024","1445","1465","1400","1410","-15","39989400","57041997000","4903","2928","1415","229900","1410","398100","25136231252","25136231252","6271489697","10543100","6924800","32","45760","1"
"545","MEDS","Hetzer Medical Indonesia Tbk.","--U-2130000000F112------------","50","0","26 Apr 2024","0","50","50","50","0","42700","2135000","6","40","50","12401500","0","0","1562500000","1562500000","435781250","0","0","905600","29196000","2"
"546","MEGA","Bank Mega Tbk.","--U-1100000000G111------------","5100","0","26 Apr 2024","0","5250","5075","5250","150","33800","174625000","45","6442.1","5250","9300","5100","200","11623514905","11623514905","4879551557","600","0","0","0","0"
"547","MEJA","Harta Djaya Karya Tbk.","--U-3000000000E211------------","162","0","26 Apr 2024","0","163","157","162","0","69882100","11060744700","1125","157.3","162","218500","161","208700","1917500000","480000000","0","1860300","17300","0","0","0"
"548","MENN","Menn Teknologi Indonesia Tbk.","--U-3000000000I231------------","9","0","26 Apr 2024","0","10","9","10","1","758800","6876100","121","12.8","10","2571700","9","545700","1434052006","1434052006","0","0","0","0","0","0"
"549","MERK","Merck Tbk.","--U-2135000000F211------------","4030","0","26 Apr 2024","0","4050","4000","4000","-30","27200","109768000","31","10546.6","4030","1800","4000","900","448000000","448000000","55596800","300","7000","0","0","0"
"550","META","Nusantara Infrastructure Tbk.","--U-1105000000J112------------","238","0","26 Apr 2024","0","0","0","238","0","0","0","0","72.1","0","0","0","0","17710708194","17710708194","2649521946","0","0","0","0","0"
"551","MFIN","Mandala Multifinance Tbk.","--S-110F000000G211------------","3180","0","26 Apr 2024","0","3180","3150","3170","-10","4212300","13310863000","93","3251.3","3170","66400","3160","302700","2650000000","2650000000","513835000","238900","492400","0","0","0"
"552","MFMI","Multifiling Mitra Indonesia Tbk.","--U-4130000000C224-----------X","478","0","26 Apr 2024","0","478","478","478","0","200","95600","1","239","478","3100","460","2500","757581000","757581000","4924277","0","0","0","0","0"
"553","MGLV","Panca Anugrah Wisesa Tbk.","--U-3000000000E211------------","60","0","26 Apr 2024","0","66","60","66","6","432900","27982300","64","48.9","0","0","62","3700","1904883411","1904883411","0","0","0","0","0","0"
"554","MGNA","Magna Investama Mandiri Tbk.","--U-4130000000G512-----------X","7","0","26 Apr 2024","0","7","6","7","0","282000","1694000","4","6.7","7","198100","6","452200","3410475462","3410475462","836248571","0","0","0","0","0"
"555","MGRO","Mahkota Group Tbk.","--U-1105000000D232------------","790","0","26 Apr 2024","0","800","765","770","-20","6090000","4782811500","610","342.2","775","34100","765","150800","3554445700","3554445700","679254573","522600","112500","0","0","0"
"556","MHKI","Multi Hanna Kreasindo Tbk.","--U-2130000000C222------------","444","0","26 Apr 2024","0","450","334","392","-52","97697800","38074504200","12542","245","394","382400","392","25454800","3750000000","750000000","750000000","358700","526300","0","0","0"
"557","MICE","Multi Indocitra Tbk.","--U-2130000000E213------------","520","0","26 Apr 2024","0","510","510","510","-10","1000","510000","2","104.1","520","1400","505","6100","600000000","600000000","209700000","0","0","0","0","0"
"558","MIDI","Midi Utama Indonesia Tbk.","--M-2175100000D113------------","388","0","26 Apr 2024","0","390","384","386","-2","4149700","1605865000","716","1475","386","806800","384","421700","33435294800","33435294800","6773990726","697000","354100","0","0","0"
"559","MIKA","Mitra Keluarga Karyasehat Tbk.","--U-1V35MNG000F121------------","2950","0","26 Apr 2024","0","2950","2850","2850","-100","11414100","32864192000","2227","167.8","2870","6000","2850","859700","14246349500","14246349500","4858005180","4079000","5610200","984075","2829291750","13"
"560","MINA","Sanurhasta Mitra Tbk.","--U-4130000000E512-----------X","13","0","26 Apr 2024","0","13","13","13","0","1852500","24082500","24","61.9","14","200100","13","1087900","6562500000","6562500000","2609250000","0","0","0","0","0"
"561","MIRA","Mitra International Resources Tbk.","--U-4130000000K211-----------X","6","0","26 Apr 2024","0","6","6","6","0","23600","141600","6","2.6","6","8964800","5","9900","3961452039","3961452039","1847225086","0","0","0","0","0"
"562","MITI","Mitra Investindo Tbk.","--M-2130000000K211------------","169","0","26 Apr 2024","0","174","166","170","1","107700","18267800","73","11.6","170","18300","168","7400","3540735503","3540735503","484726690","0","13800","0","0","0"
"563","MKAP","Multikarya Asia Pasifik Raya Tbk.","--U-2130000000A132------------","342","0","26 Apr 2024","0","348","340","346","4","30856900","10643435200","3850","300.9","348","419200","346","920600","3250000000","648270000","520000000","652000","2847600","0","0","0"
"564","MKNT","Mitra Komunikasi Nusantara Tbk.","--U-4130000000E711-E-L-------X","2","0","26 Apr 2024","0","2","1","1","-1","1930700","3118500","306","2.5","2","24357200","1","112769400","5500000000","5500000000","3636050000","0","0","0","0","0"
"565","MKPI","Metropolitan Kentjana Tbk.","--U-2135000000H111------------","28000","0","26 Apr 2024","0","27975","27900","27950","-50","18400","513912500","38","1331","27900","200","27125","1500","948194000","948194000","92828193","400","5700","305000","8355500000","2"
"566","MKTR","Menthobi Karyatama Raya Tbk.","--M-2135000000D232------------","123","0","26 Apr 2024","0","125","122","123","0","78000","9564000","33","102.5","123","436100","122","160500","12000123702","12000123702","2180422477","10300","0","0","0","0"
"567","MLBI","Multi Bintang Indonesia Tbk.","--U-1105000000D211------------","6950","0","26 Apr 2024","0","6950","6900","6950","0","29100","201915000","60","44267.5","6950","3400","6925","1600","2107000000","2107000000","199532900","5600","400","0","0","0"
"568","MLIA","Mulia Industrindo Tbk","--U-2135000000C121------------","390","0","26 Apr 2024","0","390","382","382","-8","5883300","2271997000","298","318.4","386","158300","382","50800","6615000000","6615000000","2106877500","378800","242300","0","0","0"
"569","MLPL","Multipolar Tbk.","--U-1135000000D113------------","50","0","26 Apr 2024","0","51","50","50","0","5320600","266464100","119","5.7","50","4679100","0","0","15682323987","15682323987","6440730461","0","11700","0","0","0"
"570","MLPT","Multipolar Technology Tbk.","--U-1135000000I121------------","1525","0","26 Apr 2024","0","1525","1510","1510","-15","4900","7420000","9","314.6","1510","6700","1500","200","1875000000","1875000000","244687500","0","0","0","0","0"
"571","MMIX","Multi Medika Internasional Tbk.","--U-2130000000F112------------","50","0","26 Apr 2024","0","67","50","67","17","59422200","3727344600","4879","35.3","0","0","67","12034100","2400092590","2389565190","528020211","0","0","0","0","0"
"572","MMLP","Mega Manunggal Property Tbk.","--S-1135000000H111------------","268","0","26 Apr 2024","0","278","270","274","6","943800","258171600","50","46.8","276","32800","274","10000","6889134608","6889134608","2072940604","296900","602200","0","0","0"
"573","MNCN","Media Nusantara Citra Tbk.","--S-187CMK0000E612------------","302","0","26 Apr 2024","0","312","296","302","0","70508700","21192488000","1599","33.6","302","7316300","300","380400","15049787710","15049787710","8778541171","47594500","49351000","0","0","0"
